"Path 1","Path 2","Path 3","Path 4","Path 5","Path 6","URLs","Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"","","","audio/","","","8","https://bgoonz-blog.netlify.app/docs/audio/","text/html;charset=UTF-8","200","OK","Indexable","","Audio Projects","14","127","A collection of web audio projects","34","210","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Audio","5","","0","Jump to Section","15","","0","","","","","","","","","","229304","42","1.909","1","","180","171","0","98.280","216","198","0","48","43","0","","","","","48ff6561b5848b856ae6a41dc8ade4fa","0.323","","","","","1.1","https://bgoonz-blog.netlify.app/docs/audio/","2022-01-05 20:32:46"
"","","","","dtw-python-explained/","","1","https://bgoonz-blog.netlify.app/docs/audio/dtw-python-explained/","text/html;charset=UTF-8","200","OK","Indexable","","Dynamic Time Warping Algorithm Explained (Python) | webdevhub","61","578","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Dynamic Time Warping Algorithm Explained (Python)","49","Dynamic Time Warping Algorithm Explained (Python)","49","Warping Path and DTW distance","29","Sound Pattern Recognition","25","","","","","","","","","","284574","3422","8.294","2","","179","170","0","97.700","210","199","0","61","56","0","","","","","2f536c41e618ccf10c0f85aecd81af74","0.200","","","","","1.1","https://bgoonz-blog.netlify.app/docs/audio/dtw-python-explained/","2022-01-05 20:33:35"
"","","","","discrete-fft/","","1","https://bgoonz-blog.netlify.app/docs/audio/discrete-fft/","text/html;charset=UTF-8","200","OK","Indexable","","Fast Fourier Transform","22","203","Visualizing the Discrete Fourier Transform","42","265","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Fast Fourier Transform","22","","0","Visualizing the Discrete Fourier Transform","42","Jump to Section","15","","","","","","","","","","230252","186","2.292","2","","179","170","0","97.700","209","198","0","52","47","0","","","","","df243757529816cdb8831c61e6dd42bb","0.280","","","","","1.1","https://bgoonz-blog.netlify.app/docs/audio/discrete-fft/","2022-01-05 20:33:35"
"","","","","web-audio-api/","","1","https://bgoonz-blog.netlify.app/docs/audio/web-audio-api/","text/html; charset=utf-8","200","OK","Indexable","","Web Apis | webdevhub","20","202","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Web Apis","8","Basic concepts behind Web Audio API","35","Web Audio Api","13","Audio graphs","12","","","","","","","","","","306051","4425","10.595","2","","179","170","0","97.700","210","199","0","210","129","0","","","","","31e65f87ce166717422a8a8b3f8ac86c","6.854","","","","","1.1","https://bgoonz-blog.netlify.app/docs/audio/web-audio-api/","2022-01-05 20:34:41"
"","","","","audio-feature-extraction/","","1","https://bgoonz-blog.netlify.app/docs/audio/audio-feature-extraction/","text/html;charset=UTF-8","200","OK","Indexable","","Audio Feature Extraction | webdevhub","36","333","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Audio Feature Extraction","24","","0","Lorem ipsum","11","Jump to Section","15","","","","","","","","","","227478","41","1.932","2","","179","170","0","97.700","209","198","0","48","43","0","","","","","e7c1d54dbbe07322fa3edf14979648d0","0.280","","","","","1.1","https://bgoonz-blog.netlify.app/docs/audio/audio-feature-extraction/","2022-01-05 20:34:49"
"","","","","audio/","","1","https://bgoonz-blog.netlify.app/docs/audio/audio/","text/html; charset=utf-8","200","OK","Indexable","","Audio | webdevhub","17","166","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Audio","5","","0","Lorem ipsum","11","Jump to Section","15","","","","","","","","","","257107","63","1.762","2","","180","170","0","97.700","210","199","0","51","46","0","","","","","4b1821ea0072eb27911847de632086a","6.285","","","","","1.1","https://bgoonz-blog.netlify.app/docs/audio/audio/","2022-01-05 20:36:11"
"","","","","dfft/","","1","https://bgoonz-blog.netlify.app/docs/audio/dfft/","text/html;charset=UTF-8","200","OK","Indexable","","fft","3","18","The discrete Fourier transform operates on sampled data,
in contrast to the standard Fourier transform which is
defined for continuous functions.","145","913","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Discrete Fast Fourier Transform","31","Frequency and the fast Fourier transform","40","Introducing frequency","21","Illustration: a birdsong spectrogram","36","","","","","","","","","","285648","7640","18.703","2","","197","170","0","97.700","227","198","0","52","47","0","","","","","c9ae9b60cd451efaa7b57e7001c5eb95","0.276","","","","","1.1","https://bgoonz-blog.netlify.app/docs/audio/dfft/","2022-01-05 20:36:37"
"","","","","dynamic-time-warping/","","1","https://bgoonz-blog.netlify.app/docs/audio/dynamic-time-warping/","text/html;charset=UTF-8","200","OK","Indexable","","dynamic-time-warping","20","192","dynamic-time-warping","20","137","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","dynamic-time-warping","20","Dynamic Time Warping Triggered Guitar Effects Project:","54","Jump to Section","15","","0","","","","","","","","","","229029","44","1.941","2","","179","170","0","97.700","209","198","0","52","45","0","","","","","3cdead892b098bae305905cf8741616","0.294","","","","","1.1","https://bgoonz-blog.netlify.app/docs/audio/dynamic-time-warping/","2022-01-05 20:36:52"
"","","","career/","","","4","https://bgoonz-blog.netlify.app/docs/career/","","0","Connection Timeout","Non-Indexable","No Response","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","172","171","0","98.280","0","0","0","0","0","0","","","","","","","","","","","","https://bgoonz-blog.netlify.app/docs/career/","2022-01-05 20:32:34"
"","","","","interview-dos-n-donts/","","1","https://bgoonz-blog.netlify.app/docs/career/interview-dos-n-donts/","text/html;charset=UTF-8","200","OK","Indexable","","Do & Don't of Interviewing! | webdevhub","39","351","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Do & Don't of Interviewing!","27","","0","Do & Don't of Interviewing!","27","Jump to Section","15","","","","","","","","","","236606","921","4.059","2","","178","170","0","97.700","213","201","0","48","43","0","","","","","41c714a2c2eaf1869085cf62cbe78edc","0.269","","","","","1.1","https://bgoonz-blog.netlify.app/docs/career/interview-dos-n-donts/","2022-01-05 20:34:40"
"","","","","dev-interview/","","1","https://bgoonz-blog.netlify.app/docs/career/dev-interview/","text/html; charset=utf-8","200","OK","Indexable","","Developer Interview Questions | webdevhub","41","385","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Developer Interview Questions","29","","0","Programming Languages/Frameworks/Platforms","42","Database technologies","21","","","","","","","","","","314543","3631","8.488","2","","248","170","0","97.700","279","199","0","403","395","0","","","","","290f775a7f41dadb61280ae354b70f5b","5.471","","","","","1.1","https://bgoonz-blog.netlify.app/docs/career/dev-interview/","2022-01-05 20:34:51"
"","","","","job-boards/","","1","https://bgoonz-blog.netlify.app/docs/career/job-boards/","text/html;charset=UTF-8","200","OK","Indexable","","Job Board | webdevhub","21","208","","0","0","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Job Board","9","Job Boards","10","Table of Contents","17","General","7","","","","","","","","","","246123","770","3.222","2","","187","170","0","97.700","218","198","0","312","306","0","","","","","198190dd037d6ee37e6d8e3080101ad2","0.268","","","","","1.1","https://bgoonz-blog.netlify.app/docs/career/job-boards/","2022-01-05 20:36:06"
"","","docs","","","","1","https://bgoonz-blog.netlify.app/docs","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","1","","351","174","0","100.000","0","0","0","0","0","0","","","","","","1.252","","https://bgoonz-blog.netlify.app/docs/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/docs","2022-01-05 20:32:19"
"","","lorem-ipsum","","","","1","https://bgoonz-blog.netlify.app/lorem-ipsum","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1322","0","0.000","1","","2","1","0","0.570","0","0","0","0","0","0","","","","","","0.888","","","","","1.1","https://bgoonz-blog.netlify.app/lorem-ipsum","2022-01-05 20:32:20"
"","","blog/","","","","2","https://bgoonz-blog.netlify.app/blog/","text/html;charset=UTF-8","200","OK","Indexable","","Blog","4","39","These are blog posts... not nescisarily different from the docs section except these pieces are more subject to my own opinions.","128","802","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Blog","4","","0","Es6 Features","12","Functions in Python","19","","","","","","","","","","214600","244","1.161","1","","184","174","0","100.000","70","32","0","48","43","0","","","","","272906c624e57ae41395a36119207a44","0.381","","","","","1.1","https://bgoonz-blog.netlify.app/blog/","2022-01-05 20:32:27"
"","","","platform-docs/","","","1","https://bgoonz-blog.netlify.app/blog/platform-docs/","text/html;charset=UTF-8","200","OK","Indexable","","Platform Docs","13","125","Lorem ipsum dolor sit amet, consectetur adipiscing elit","55","341","Learning about Web Development.","31","220","HTML, Meta Tags, Metadata","25","Netlify CMS Intro","17","Add to Your Site | Netlify CMS","30","App File Structure","18","Configuration","13","","","","","","","","","","226700","2148","6.294","1","","201","174","0","100.000","42","17","0","65","59","0","","","","","439a6fd0586eea2ee7df13b34b4315db","0.458","","","","","1.1","https://bgoonz-blog.netlify.app/blog/platform-docs/","2022-01-05 20:32:22"
"","","blogWcomments/","","","","1","https://bgoonz-blog.netlify.app/blogWcomments/","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1322","0","0.000","1","","174","174","0","100.000","0","0","0","0","0","0","","","","","","0.902","","","","","1.1","https://bgoonz-blog.netlify.app/blogWcomments/","2022-01-05 20:32:24"
"","","neural%20networks","","","","1","https://bgoonz-blog.netlify.app/neural%20networks","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1322","0","0.000","1","","1","1","0","0.570","0","0","0","0","0","0","","","","","","0.827","","","","","1.1","https://bgoonz-blog.netlify.app/neural%20networks","2022-01-05 20:32:24"
"","","angolia","","","","1","https://bgoonz-blog.netlify.app/angolia","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1322","0","0.000","1","","1","1","0","0.570","0","0","0","0","0","0","","","","","","1.340","","","","","1.1","https://bgoonz-blog.netlify.app/angolia","2022-01-05 20:32:28"
"","","showcase","","","","1","https://bgoonz-blog.netlify.app/showcase","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","39","0","0.000","1","","176","174","0","100.000","0","0","0","0","0","0","","","","","","1.184","","https://bgoonz-blog.netlify.app/showcase/","HTTP Redirect","","1.1","https://bgoonz-blog.netlify.app/showcase","2022-01-05 20:32:29"
"","","%20https://","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","www.youtube.com/","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","channel/","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","UC9-rYyUMsnEBK8G8fCyrXXA?sub_confirmation=1","1","https://bgoonz-blog.netlify.app/%20https://www.youtube.com/channel/UC9-rYyUMsnEBK8G8fCyrXXA?sub_confirmation=1","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1322","0","0.000","1","","1","1","0","0.570","0","0","0","0","0","0","","","","","","0.929","","","","","1.1","https://bgoonz-blog.netlify.app/%20https://www.youtube.com/channel/UC9-rYyUMsnEBK8G8fCyrXXA?sub_confirmation=1","2022-01-05 20:32:32"
"","","_static/","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","app-assets/","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","neural.PNG","","1","https://bgoonz-blog.netlify.app/_static/app-assets/neural.PNG","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.215","","","","","1.1","https://bgoonz-blog.netlify.app/_static/app-assets/neural.PNG","2022-01-05 20:32:41"
"","","","","lambda-demo1.gif","","1","https://bgoonz-blog.netlify.app/_static/app-assets/lambda-demo1.gif","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.212","","","","","1.1","https://bgoonz-blog.netlify.app/_static/app-assets/lambda-demo1.gif","2022-01-05 20:32:46"
"","","interview/","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","job-boards","","","1","https://bgoonz-blog.netlify.app/interview/job-boards","text/html; charset=utf-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1322","0","0.000","1","","174","174","0","100.000","0","0","0","0","0","0","","","","","","0.955","","","","","1.1","https://bgoonz-blog.netlify.app/interview/job-boards","2022-01-05 20:32:42"
"","","images/","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","cool%20annimation.gif","","","1","https://bgoonz-blog.netlify.app/images/cool%20annimation.gif","image/gif","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16459557","0","0.000","1","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.306","","","","","1.1","https://bgoonz-blog.netlify.app/images/cool%20annimation.gif","2022-01-05 20:32:45"
